0	4.000000
1	3.804918
2	3.619350
3	3.442832
4	3.274923
5	3.115203
6	2.963273
7	2.818752
8	2.681280
9	2.550513
10	2.426123
11	2.307799
12	2.195247
13	2.088183
14	1.986341
15	1.889466
16	1.797316
17	1.709660
18	1.626279
19	1.546964
20	1.471518
21	1.399751
22	1.331484
23	1.266547
24	1.204777
25	1.146019
26	1.090127
27	1.036961
28	0.986388
29	0.938281
30	0.892521
31	0.848992
32	0.807586
33	0.768200
34	0.730734
35	0.695096
36	0.661196
37	0.628949
38	0.598274
39	0.569096
40	0.541341
41	0.514940
42	0.489826
43	0.465937
44	0.443213
45	0.421597
46	0.401035
47	0.381477
48	0.362872
49	0.345174
50	0.328340
51	0.312327
52	0.297094
53	0.282605
54	0.268822
55	0.255711
56	0.243240
57	0.231377
58	0.220093
59	0.209359
60	0.199148
61	0.189436
62	0.180197
63	0.171409
64	0.163049
65	0.155097
66	0.147533
67	0.140337
68	0.133493
69	0.126983
70	0.120790
71	0.114899
72	0.109295
73	0.103965
74	0.098894
75	0.094071
76	0.089483
77	0.085119
78	0.080968
79	0.077019
80	0.073263
81	0.069689
82	0.066291
83	0.063058
84	0.059982
85	0.057057
86	0.054274
87	0.051627
88	0.049109
89	0.046714
90	0.044436
91	0.042269
92	0.040207
93	0.038246
94	0.036381
95	0.034607
96	0.032919
97	0.031314
98	0.029786
99	0.028334
